user_id,team,org_unit,event_date,session_count,actions_taken,first_login_date
USR0122,Org-Alpha-Team2,Org-Alpha,2026-01-30,8,10,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-01,6,1,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-04,1,2,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-05,7,16,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-09,2,40,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-10,2,8,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-11,7,1,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-12,2,25,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-13,3,16,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-14,8,13,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-17,8,40,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-18,1,35,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-20,2,36,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-21,5,25,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-22,1,2,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-26,4,16,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-02-27,2,16,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-01,2,34,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-03,6,17,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-04,3,37,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-06,1,13,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-10,4,21,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-12,7,2,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-13,7,37,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-15,5,26,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-16,3,4,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-17,3,18,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-22,2,33,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-23,3,15,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-24,5,1,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-25,7,10,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-26,6,33,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-28,6,9,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-29,6,13,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-30,3,15,2025-10-28
USR0122,Org-Alpha-Team2,Org-Alpha,2026-03-31,8,2,2025-10-28
USR0123,Org-Alpha-Team1,Org-Alpha,2025-10-03,3,36,2025-10-01
USR0124,Org-Alpha-Team2,Org-Alpha,2025-10-23,7,5,2025-10-23
USR0124,Org-Alpha-Team2,Org-Alpha,2025-10-27,1,19,2025-10-23
USR0125,Org-Gamma-Team3,Org-Gamma,2025-10-29,3,15,2025-10-29
USR0125,Org-Gamma-Team3,Org-Gamma,2025-10-30,7,27,2025-10-29
USR0126,Org-Beta-Team3,Org-Beta,2025-10-01,3,30,2025-10-01
USR0126,Org-Beta-Team3,Org-Beta,2025-10-02,2,12,2025-10-01
USR0126,Org-Beta-Team3,Org-Beta,2025-10-03,3,37,2025-10-01
USR0127,Org-Gamma-Team2,Org-Gamma,2025-10-25,2,9,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-10-26,5,35,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-10-28,7,28,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-10-30,5,20,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-10-31,1,20,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-04,4,20,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-05,1,7,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-07,1,24,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-08,4,20,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-09,3,17,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-10,7,6,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-11,7,35,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-12,6,7,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-14,8,12,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-15,1,33,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-16,7,25,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-22,2,40,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-25,8,33,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-27,5,31,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-28,2,11,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-29,4,24,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-11-30,7,7,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-02,8,20,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-04,6,18,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-06,5,27,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-09,2,10,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-10,7,17,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-13,5,37,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-15,7,18,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-18,2,7,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-22,2,34,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-23,4,1,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-25,5,15,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-26,5,33,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-28,3,5,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-29,5,38,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2025-12-31,7,26,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-01,1,23,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-05,3,24,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-06,5,6,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-08,1,8,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-10,7,1,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-12,3,7,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-15,1,4,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-16,1,13,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-17,8,36,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-21,2,18,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-22,1,14,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-23,8,8,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-24,8,7,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-25,8,36,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-26,2,25,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-01-28,6,40,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-01,5,30,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-03,6,1,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-05,8,22,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-06,3,8,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-07,3,36,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-08,8,34,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-10,8,39,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-13,7,7,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-14,2,40,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-15,3,9,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-19,7,17,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-20,2,35,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-21,6,15,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-22,7,36,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-25,5,36,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-26,6,23,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-27,1,1,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-02-28,5,19,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-01,3,14,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-04,2,26,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-05,7,39,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-07,6,30,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-08,8,2,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-09,8,23,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-10,2,16,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-11,6,10,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-12,1,8,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-16,1,31,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-18,6,3,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-24,4,8,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-27,5,35,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-29,4,2,2025-10-24
USR0127,Org-Gamma-Team2,Org-Gamma,2026-03-30,2,28,2025-10-24
USR0128,Org-Delta-Team4,Org-Delta,2025-10-26,4,3,2025-10-26
USR0128,Org-Delta-Team4,Org-Delta,2025-10-27,6,5,2025-10-26
USR0130,Org-Epsilon-Team4,Org-Epsilon,2025-10-13,6,15,2025-10-13
USR0130,Org-Epsilon-Team4,Org-Epsilon,2025-10-14,2,6,2025-10-13
USR0130,Org-Epsilon-Team4,Org-Epsilon,2025-10-15,1,8,2025-10-13
USR0131,Org-Alpha-Team4,Org-Alpha,2025-10-29,3,32,2025-10-29
USR0131,Org-Alpha-Team4,Org-Alpha,2025-10-30,7,8,2025-10-29
USR0131,Org-Alpha-Team4,Org-Alpha,2025-10-31,4,36,2025-10-29
USR0131,Org-Alpha-Team4,Org-Alpha,2025-11-01,2,9,2025-10-29
USR0131,Org-Alpha-Team4,Org-Alpha,2025-11-02,2,29,2025-10-29
USR0132,Org-Delta-Team2,Org-Delta,2025-10-30,4,38,2025-10-30
USR0132,Org-Delta-Team2,Org-Delta,2025-10-31,8,33,2025-10-30
USR0132,Org-Delta-Team2,Org-Delta,2025-11-01,6,17,2025-10-30
USR0132,Org-Delta-Team2,Org-Delta,2025-11-02,1,39,2025-10-30
USR0132,Org-Delta-Team2,Org-Delta,2025-11-03,4,25,2025-10-30
USR0132,Org-Delta-Team2,Org-Delta,2025-11-04,5,19,2025-10-30
USR0132,Org-Delta-Team2,Org-Delta,2025-11-05,6,18,2025-10-30
USR0132,Org-Delta-Team2,Org-Delta,2025-11-06,8,30,2025-10-30
USR0133,Org-Beta-Team2,Org-Beta,2025-10-05,1,30,2025-10-05
USR0133,Org-Beta-Team2,Org-Beta,2025-10-06,8,8,2025-10-05
USR0134,Org-Gamma-Team1,Org-Gamma,2025-10-13,4,31,2025-10-12
USR0134,Org-Gamma-Team1,Org-Gamma,2025-10-15,2,32,2025-10-12
USR0135,Org-Delta-Team4,Org-Delta,2025-10-11,3,29,2025-10-11
USR0135,Org-Delta-Team4,Org-Delta,2025-10-12,2,20,2025-10-11
USR0135,Org-Delta-Team4,Org-Delta,2025-10-13,6,30,2025-10-11
USR0136,Org-Gamma-Team4,Org-Gamma,2025-10-22,3,22,2025-10-22
USR0136,Org-Gamma-Team4,Org-Gamma,2025-10-23,7,34,2025-10-22
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-14,5,3,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-15,7,17,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-16,8,25,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-18,2,14,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-20,7,31,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-21,3,23,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-23,7,33,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-26,1,17,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-27,7,38,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-29,6,24,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-10-31,6,2,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-04,4,37,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-05,2,21,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-06,8,28,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-09,6,27,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-10,8,33,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-11,8,32,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-13,3,28,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-15,1,16,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-17,3,12,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-18,7,9,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-19,4,12,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-20,3,12,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-22,2,7,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-27,2,32,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-28,3,4,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-11-30,6,8,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-01,7,37,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-02,1,24,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-03,2,28,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-05,3,12,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-06,3,27,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-10,5,12,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-12,2,4,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-13,1,5,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-14,1,14,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-16,4,29,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-18,6,1,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-20,4,14,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-21,8,12,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-22,5,25,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-23,2,29,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-24,5,29,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-25,4,36,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-26,4,37,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-27,7,21,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2025-12-28,3,23,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-01,4,39,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-02,8,11,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-04,2,11,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-06,7,15,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-07,1,20,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-09,7,4,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-10,7,27,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-11,6,11,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-12,3,36,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-14,4,38,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-15,6,2,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-16,1,33,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-18,1,27,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-23,1,35,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-24,2,37,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-01-27,3,12,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-02,1,18,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-03,1,38,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-04,3,23,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-06,3,1,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-08,2,3,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-09,6,22,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-10,1,8,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-14,1,15,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-16,5,14,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-19,3,19,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-21,3,38,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-22,1,35,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-23,4,8,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-24,5,18,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-25,1,29,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-02-28,3,4,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-01,4,32,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-02,2,31,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-03,6,18,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-04,1,25,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-05,5,6,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-06,8,22,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-09,3,26,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-10,4,7,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-11,4,26,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-12,7,18,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-13,3,33,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-15,7,7,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-17,1,40,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-18,8,15,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-19,3,35,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-21,3,18,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-22,3,7,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-23,4,22,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-24,6,7,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-25,3,7,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-26,2,20,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-27,1,34,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-29,8,9,2025-10-13
USR0137,Org-Gamma-Team3,Org-Gamma,2026-03-30,3,24,2025-10-13
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-09,2,33,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-10,5,21,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-12,2,38,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-13,1,20,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-15,1,28,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-16,7,37,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-17,4,16,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-19,7,23,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-20,1,11,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-21,5,28,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-22,6,33,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-24,4,35,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-25,6,28,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-27,7,12,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-28,5,26,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-29,3,24,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-10-30,4,21,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-01,7,11,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-02,3,12,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-04,2,35,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-05,7,11,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-08,7,13,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-09,5,12,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-11,3,11,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-12,5,6,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-13,3,39,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-14,1,39,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-16,3,29,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-17,7,26,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-18,6,4,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-20,4,12,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-21,5,3,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-22,4,40,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-23,2,37,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-24,6,13,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-25,3,9,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-26,8,6,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-27,4,25,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-11-30,1,34,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-01,8,3,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-02,5,26,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-03,7,4,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-04,7,9,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-05,4,34,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-07,1,37,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-08,8,12,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-09,7,6,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-10,7,10,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-13,4,27,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-14,5,19,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-17,4,7,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-18,5,19,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-19,4,30,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-20,8,25,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-21,8,27,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-24,4,17,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-26,1,18,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-29,6,7,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2025-12-30,8,2,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2026-01-02,4,12,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2026-01-03,3,3,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2026-01-05,4,29,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2026-01-06,5,5,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2026-01-08,5,23,2025-10-09
USR0138,Org-Gamma-Team2,Org-Gamma,2026-01-09,6,13,2025-10-09
